"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"India 1981","India",1981,"Total Population - Both sexes","1000 persons",712869.298,"Cereals, primary","Production","tonnes",147583816,"Cropland","1000 ha",168412
"India 1982","India",1982,"Total Population - Both sexes","1000 persons",729169.466,"Cereals, primary","Production","tonnes",136101404,"Cropland","1000 ha",168746
"India 1983","India",1983,"Total Population - Both sexes","1000 persons",745826.546,"Cereals, primary","Production","tonnes",166781704,"Cropland","1000 ha",168532
"India 1984","India",1984,"Total Population - Both sexes","1000 persons",762895.156,"Cereals, primary","Production","tonnes",164477600,"Cropland","1000 ha",169418
"India 1985","India",1985,"Total Population - Both sexes","1000 persons",780242.084,"Cereals, primary","Production","tonnes",165682196,"Cropland","1000 ha",169340
"India 1986","India",1986,"Total Population - Both sexes","1000 persons",797878.993,"Cereals, primary","Production","tonnes",164955216,"Cropland","1000 ha",169409
"India 1987","India",1987,"Total Population - Both sexes","1000 persons",815716.125,"Cereals, primary","Production","tonnes",156114500,"Cropland","1000 ha",169705
"India 1988","India",1988,"Total Population - Both sexes","1000 persons",833729.681,"Cereals, primary","Production","tonnes",183867008,"Cropland","1000 ha",169368
"India 1989","India",1989,"Total Population - Both sexes","1000 persons",852012.673,"Cereals, primary","Production","tonnes",199413216,"Cropland","1000 ha",169976
"India 1990","India",1990,"Total Population - Both sexes","1000 persons",870452.165,"Cereals, primary","Production","tonnes",193919312,"Cropland","1000 ha",170109
"India 1991","India",1991,"Total Population - Both sexes","1000 persons",888941.756,"Cereals, primary","Production","tonnes",193101196,"Cropland","1000 ha",170182
"India 1992","India",1992,"Total Population - Both sexes","1000 persons",907574.049,"Cereals, primary","Production","tonnes",201468404,"Cropland","1000 ha",170006
"India 1993","India",1993,"Total Population - Both sexes","1000 persons",926351.297,"Cereals, primary","Production","tonnes",208626900,"Cropland","1000 ha",170286
"India 1994","India",1994,"Total Population - Both sexes","1000 persons",945261.958,"Cereals, primary","Production","tonnes",211941400,"Cropland","1000 ha",170325
"India 1995","India",1995,"Total Population - Both sexes","1000 persons",964279.129,"Cereals, primary","Production","tonnes",210012500,"Cropland","1000 ha",169911
"India 1996","India",1996,"Total Population - Both sexes","1000 persons",983281.218,"Cereals, primary","Production","tonnes",218750900,"Cropland","1000 ha",169525
"India 1997","India",1997,"Total Population - Both sexes","1000 persons",1002335.23,"Cereals, primary","Production","tonnes",223232400,"Cropland","1000 ha",170101
"India 1998","India",1998,"Total Population - Both sexes","1000 persons",1021434.576,"Cereals, primary","Production","tonnes",226877000,"Cropland","1000 ha",170029
"India 1999","India",1999,"Total Population - Both sexes","1000 persons",1040500.054,"Cereals, primary","Production","tonnes",236205608,"Cropland","1000 ha",170125
"India 2000","India",2000,"Total Population - Both sexes","1000 persons",1059633.675,"Cereals, primary","Production","tonnes",234931192,"Cropland","1000 ha",170130
"India 2001","India",2001,"Total Population - Both sexes","1000 persons",1078970.907,"Cereals, primary","Production","tonnes",242963796,"Cropland","1000 ha",169825
"India 2002","India",2002,"Total Population - Both sexes","1000 persons",1098313.039,"Cereals, primary","Production","tonnes",206636708,"Cropland","1000 ha",170032
"India 2003","India",2003,"Total Population - Both sexes","1000 persons",1117415.123,"Cereals, primary","Production","tonnes",236592700,"Cropland","1000 ha",169799
"India 2004","India",2004,"Total Population - Both sexes","1000 persons",1136264.583,"Cereals, primary","Production","tonnes",229845504,"Cropland","1000 ha",169891
"India 2005","India",2005,"Total Population - Both sexes","1000 persons",1154638.713,"Cereals, primary","Production","tonnes",239997492,"Cropland","1000 ha",169674
"India 2006","India",2006,"Total Population - Both sexes","1000 persons",1172373.788,"Cereals, primary","Production","tonnes",242785588,"Cropland","1000 ha",169462
"India 2007","India",2007,"Total Population - Both sexes","1000 persons",1189691.809,"Cereals, primary","Production","tonnes",260485904,"Cropland","1000 ha",169202
"India 2008","India",2008,"Total Population - Both sexes","1000 persons",1206734.806,"Cereals, primary","Production","tonnes",266835300,"Cropland","1000 ha",169395
"India 2009","India",2009,"Total Population - Both sexes","1000 persons",1223640.16,"Cereals, primary","Production","tonnes",250783392,"Cropland","1000 ha",169724
"India 2010","India",2010,"Total Population - Both sexes","1000 persons",1240613.62,"Cereals, primary","Production","tonnes",267838308,"Cropland","1000 ha",169234
"India 2011","India",2011,"Total Population - Both sexes","1000 persons",1257621.191,"Cereals, primary","Production","tonnes",287860000,"Cropland","1000 ha",169369
"India 2012","India",2012,"Total Population - Both sexes","1000 persons",1274487.215,"Cereals, primary","Production","tonnes",293290000,"Cropland","1000 ha",169346
"India 2013","India",2013,"Total Population - Both sexes","1000 persons",1291132.063,"Cereals, primary","Production","tonnes",294909510,"Cropland","1000 ha",169442
"India 2014","India",2014,"Total Population - Both sexes","1000 persons",1307246.509,"Cereals, primary","Production","tonnes",296099510,"Cropland","1000 ha",169463
"India 2015","India",2015,"Total Population - Both sexes","1000 persons",1322866.505,"Cereals, primary","Production","tonnes",285933000,"Cropland","1000 ha",169413
"India 2016","India",2016,"Total Population - Both sexes","1000 persons",1338636.34,"Cereals, primary","Production","tonnes",294520000,"Cropland","1000 ha",169317
"India 2017","India",2017,"Total Population - Both sexes","1000 persons",1354195.68,"Cereals, primary","Production","tonnes",311418745,"Cropland","1000 ha",168895.136
"India 2018","India",2018,"Total Population - Both sexes","1000 persons",1369003.306,"Cereals, primary","Production","tonnes",321556400,"Cropland","1000 ha",168777.911
"India 2019","India",2019,"Total Population - Both sexes","1000 persons",1383112.05,"Cereals, primary","Production","tonnes",324960800,"Cropland","1000 ha",168669.0764
"India 2020","India",2020,"Total Population - Both sexes","1000 persons",1396387.127,"Cereals, primary","Production","tonnes",342108770,"Cropland","1000 ha",168669.0764
"Iran (Islamic Republic of) 1961","Iran (Islamic Republic of)",1961,"Total Population - Both sexes","1000 persons",21983.622,"Cereals, primary","Production","tonnes",4303119,"Cropland","1000 ha",15271
"Iran (Islamic Republic of) 1962","Iran (Islamic Republic of)",1962,"Total Population - Both sexes","1000 persons",22605.05,"Cereals, primary","Production","tonnes",4402740,"Cropland","1000 ha",15290
"Iran (Islamic Republic of) 1963","Iran (Islamic Republic of)",1963,"Total Population - Both sexes","1000 persons",23259.094,"Cereals, primary","Production","tonnes",4101140,"Cropland","1000 ha",15350
"Iran (Islamic Republic of) 1964","Iran (Islamic Republic of)",1964,"Total Population - Both sexes","1000 persons",23948.624,"Cereals, primary","Production","tonnes",4299578,"Cropland","1000 ha",15410
"Iran (Islamic Republic of) 1965","Iran (Islamic Republic of)",1965,"Total Population - Both sexes","1000 persons",24667.026,"Cereals, primary","Production","tonnes",5642713,"Cropland","1000 ha",15470
"Iran (Islamic Republic of) 1966","Iran (Islamic Republic of)",1966,"Total Population - Both sexes","1000 persons",25398.7,"Cereals, primary","Production","tonnes",6588982,"Cropland","1000 ha",15480
"Iran (Islamic Republic of) 1967","Iran (Islamic Republic of)",1967,"Total Population - Both sexes","1000 persons",26133.341,"Cereals, primary","Production","tonnes",5833000,"Cropland","1000 ha",15550
"Iran (Islamic Republic of) 1968","Iran (Islamic Republic of)",1968,"Total Population - Both sexes","1000 persons",26875.302,"Cereals, primary","Production","tonnes",6594000,"Cropland","1000 ha",15600
"Iran (Islamic Republic of) 1969","Iran (Islamic Republic of)",1969,"Total Population - Both sexes","1000 persons",27643.685,"Cereals, primary","Production","tonnes",6310000,"Cropland","1000 ha",15670
"Iran (Islamic Republic of) 1970","Iran (Islamic Republic of)",1970,"Total Population - Both sexes","1000 persons",28449.705,"Cereals, primary","Production","tonnes",6448000,"Cropland","1000 ha",15700
"Iran (Islamic Republic of) 1971","Iran (Islamic Republic of)",1971,"Total Population - Both sexes","1000 persons",29273.682,"Cereals, primary","Production","tonnes",5692000,"Cropland","1000 ha",16154
"Iran (Islamic Republic of) 1972","Iran (Islamic Republic of)",1972,"Total Population - Both sexes","1000 persons",30111.574,"Cereals, primary","Production","tonnes",6787000,"Cropland","1000 ha",16800
"Iran (Islamic Republic of) 1973","Iran (Islamic Republic of)",1973,"Total Population - Both sexes","1000 persons",30981.898,"Cereals, primary","Production","tonnes",6901000,"Cropland","1000 ha",17481
"Iran (Islamic Republic of) 1974","Iran (Islamic Republic of)",1974,"Total Population - Both sexes","1000 persons",31895.534,"Cereals, primary","Production","tonnes",6931000,"Cropland","1000 ha",16960
"Iran (Islamic Republic of) 1975","Iran (Islamic Republic of)",1975,"Total Population - Both sexes","1000 persons",32856.976,"Cereals, primary","Production","tonnes",8445000,"Cropland","1000 ha",16440
"Iran (Islamic Republic of) 1976","Iran (Islamic Republic of)",1976,"Total Population - Both sexes","1000 persons",33841.06,"Cereals, primary","Production","tonnes",9182500,"Cropland","1000 ha",15950
"Iran (Islamic Republic of) 1977","Iran (Islamic Republic of)",1977,"Total Population - Both sexes","1000 persons",34876.497,"Cereals, primary","Production","tonnes",8211950,"Cropland","1000 ha",15693
"Iran (Islamic Republic of) 1978","Iran (Islamic Republic of)",1978,"Total Population - Both sexes","1000 persons",35993.661,"Cereals, primary","Production","tonnes",8474311,"Cropland","1000 ha",14867
"Iran (Islamic Republic of) 1979","Iran (Islamic Republic of)",1979,"Total Population - Both sexes","1000 persons",37205.013,"Cereals, primary","Production","tonnes",8693746,"Cropland","1000 ha",15908
"Iran (Islamic Republic of) 1980","Iran (Islamic Republic of)",1980,"Total Population - Both sexes","1000 persons",38520.664,"Cereals, primary","Production","tonnes",8582850,"Cropland","1000 ha",13713
"Iran (Islamic Republic of) 1981","Iran (Islamic Republic of)",1981,"Total Population - Both sexes","1000 persons",40476.251,"Cereals, primary","Production","tonnes",9289878,"Cropland","1000 ha",14280
"Iran (Islamic Republic of) 1982","Iran (Islamic Republic of)",1982,"Total Population - Both sexes","1000 persons",42500.03,"Cereals, primary","Production","tonnes",10221717,"Cropland","1000 ha",14867
"Iran (Islamic Republic of) 1983","Iran (Islamic Republic of)",1983,"Total Population - Both sexes","1000 persons",44027.986,"Cereals, primary","Production","tonnes",9321331,"Cropland","1000 ha",15210
"Iran (Islamic Republic of) 1984","Iran (Islamic Republic of)",1984,"Total Population - Both sexes","1000 persons",45628.402,"Cereals, primary","Production","tonnes",10051706,"Cropland","1000 ha",15540
"Iran (Islamic Republic of) 1985","Iran (Islamic Republic of)",1985,"Total Population - Both sexes","1000 persons",47266.16,"Cereals, primary","Production","tonnes",10727817,"Cropland","1000 ha",15870
"Iran (Islamic Republic of) 1986","Iran (Islamic Republic of)",1986,"Total Population - Both sexes","1000 persons",48913.237,"Cereals, primary","Production","tonnes",11898530,"Cropland","1000 ha",16200
"Iran (Islamic Republic of) 1987","Iran (Islamic Republic of)",1987,"Total Population - Both sexes","1000 persons",50541.49,"Cereals, primary","Production","tonnes",12193218,"Cropland","1000 ha",16530
"Iran (Islamic Republic of) 1988","Iran (Islamic Republic of)",1988,"Total Population - Both sexes","1000 persons",52111.868,"Cereals, primary","Production","tonnes",12116749,"Cropland","1000 ha",16871
"Iran (Islamic Republic of) 1989","Iran (Islamic Republic of)",1989,"Total Population - Both sexes","1000 persons",53644.736,"Cereals, primary","Production","tonnes",10786652,"Cropland","1000 ha",16700
"Iran (Islamic Republic of) 1990","Iran (Islamic Republic of)",1990,"Total Population - Both sexes","1000 persons",55793.629,"Cereals, primary","Production","tonnes",13683863,"Cropland","1000 ha",16500
"Iran (Islamic Republic of) 1991","Iran (Islamic Republic of)",1991,"Total Population - Both sexes","1000 persons",57990.883,"Cereals, primary","Production","tonnes",14450207.9,"Cropland","1000 ha",17997
"Iran (Islamic Republic of) 1992","Iran (Islamic Republic of)",1992,"Total Population - Both sexes","1000 persons",59372.016,"Cereals, primary","Production","tonnes",16029233.6,"Cropland","1000 ha",18287
"Iran (Islamic Republic of) 1993","Iran (Islamic Republic of)",1993,"Total Population - Both sexes","1000 persons",59755.43,"Cereals, primary","Production","tonnes",16786212.2,"Cropland","1000 ha",18652
"Iran (Islamic Republic of) 1994","Iran (Islamic Republic of)",1994,"Total Population - Both sexes","1000 persons",59985.749,"Cereals, primary","Production","tonnes",16692464.7,"Cropland","1000 ha",18657
"Iran (Islamic Republic of) 1995","Iran (Islamic Republic of)",1995,"Total Population - Both sexes","1000 persons",60794.809,"Cereals, primary","Production","tonnes",17191141,"Cropland","1000 ha",18708
"Iran (Islamic Republic of) 1996","Iran (Islamic Republic of)",1996,"Total Population - Both sexes","1000 persons",61598.378,"Cereals, primary","Production","tonnes",16102130.2,"Cropland","1000 ha",18427
"Iran (Islamic Republic of) 1997","Iran (Islamic Republic of)",1997,"Total Population - Both sexes","1000 persons",62480.533,"Cereals, primary","Production","tonnes",15787881.2,"Cropland","1000 ha",17832
"Iran (Islamic Republic of) 1998","Iran (Islamic Republic of)",1998,"Total Population - Both sexes","1000 persons",63461.421,"Cereals, primary","Production","tonnes",18984493.2,"Cropland","1000 ha",18187
"Iran (Islamic Republic of) 1999","Iran (Islamic Republic of)",1999,"Total Population - Both sexes","1000 persons",64474.745,"Cereals, primary","Production","tonnes",14197138.8,"Cropland","1000 ha",17687
"Iran (Islamic Republic of) 2000","Iran (Islamic Republic of)",2000,"Total Population - Both sexes","1000 persons",65544.383,"Cereals, primary","Production","tonnes",12877641.8,"Cropland","1000 ha",16284
